rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
"Kadete, Elechi M.","Wilson, Ayesha","Dexter, Emily R.","Rojas Villareal, Jose Luis","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.","Weinstain, Rachel","Allen, Ruth Ryan","Dexter, Emily R.","Fantini, Alfred B.","Wilson, Ayesha","Lim, Christopher","Kadete, Elechi M.","Rojas Villareal, Jose Luis","Bowman, Mannika L.","Dawson, Bernette J."
"Bowman, Mannika L.","Wilson, Ayesha","Kadete, Elechi M.","Lim, Christopher","Rojas Villareal, Jose Luis","Dexter, Emily R.","Fantini, Alfred B.","Weinstain, Rachel","Allen, Ruth Ryan","Dawson, Bernette J.",skipped
"Kadete, Elechi M.","Wilson, Ayesha","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Fantini, Alfred B.","Dexter, Emily R.","Wilson, Ayesha","Weinstein, David J.","Rojas Villareal, Jose Luis","Kadete, Elechi M.","Dawson, Bernette J.","Weinstain, Rachel","Lim, Christopher","Allen, Ruth Ryan"
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Rojas Villareal, Jose Luis","Weinstein, David J.","Weinstain, Rachel","Wilson, Ayesha","Allen, Ruth Ryan","Dawson, Bernette J.","Kadete, Elechi M.","Lim, Christopher"
"Dawson, Bernette J.","Allen, Ruth Ryan","Wilson, Ayesha","Bowman, Mannika L.","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Dexter, Emily R.","Kadete, Elechi M.","Rojas Villareal, Jose Luis","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Dexter, Emily R.","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kadete, Elechi M.","Lim, Christopher","Rojas Villareal, Jose Luis","Weinstein, David J.","Weinstain, Rachel","Wilson, Ayesha","Allen, Ruth Ryan","Bowman, Mannika L.","Dawson, Bernette J.","Dexter, Emily R."
"Dexter, Emily R.","Weinstain, Rachel","Dawson, Bernette J.","Fantini, Alfred B.","Lim, Christopher",skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Bowman, Mannika L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Wilson, Ayesha","Lim, Christopher","Allen, Ruth Ryan","Fantini, Alfred B.","Dawson, Bernette J.","Kadete, Elechi M.","Rojas Villareal, Jose Luis","Weinstein, David J.","Bowman, Mannika L.","Dexter, Emily R."
"Kadete, Elechi M.","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Dawson, Bernette J.","Lim, Christopher","Rojas Villareal, Jose Luis","Allen, Ruth Ryan","Bowman, Mannika L.","Fantini, Alfred B.","Weinstein, David J.","Wilson, Ayesha","Weinstain, Rachel","Kadete, Elechi M."
"Wilson, Ayesha","Kadete, Elechi M.","Rojas Villareal, Jose Luis","Weinstein, David J.","Dexter, Emily R.","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Bowman, Mannika L.","Fantini, Alfred B.","Allen, Ruth Ryan","Weinstain, Rachel","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Wilson, Ayesha","Lim, Christopher",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Lim, Christopher","Wilson, Ayesha","Weinstein, David J.",skipped,"Allen, Ruth Ryan","Dexter, Emily R.",skipped,"Dawson, Bernette J.",skipped,"Kadete, Elechi M.",skipped
"Wilson, Ayesha","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis","Wilson, Ayesha","Weinstein, David J.","Dexter, Emily R.","Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,"Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Dexter, Emily R.","Bowman, Mannika L.","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Allen, Ruth Ryan","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Weinstain, Rachel","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Wilson, Ayesha","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis","Fantini, Alfred B.","Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Bowman, Mannika L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Bowman, Mannika L.","Fantini, Alfred B.","Weinstein, David J.","Allen, Ruth Ryan",skipped,skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Weinstain, Rachel","Lim, Christopher",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dawson, Bernette J.","Bowman, Mannika L.","Dexter, Emily R.","Rojas Villareal, Jose Luis","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Dawson, Bernette J.",skipped,"Weinstain, Rachel","Weinstein, David J.","Kadete, Elechi M.","Dexter, Emily R.",skipped,skipped,skipped,skipped
"Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dawson, Bernette J.","Wilson, Ayesha","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Bowman, Mannika L.","Lim, Christopher",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Lim, Christopher",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Weinstein, David J.","Kadete, Elechi M.","Lim, Christopher","Rojas Villareal, Jose Luis","Allen, Ruth Ryan",skipped,"Weinstain, Rachel","Wilson, Ayesha"
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Weinstain, Rachel","Weinstein, David J.","Lim, Christopher","Wilson, Ayesha",skipped,"Kadete, Elechi M.",skipped,skipped
"Wilson, Ayesha","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Rojas Villareal, Jose Luis","Weinstein, David J.","Wilson, Ayesha","Bowman, Mannika L.","Fantini, Alfred B.","Lim, Christopher","Dexter, Emily R.","Weinstain, Rachel","Dawson, Bernette J.","Allen, Ruth Ryan"
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Wilson, Ayesha","Weinstain, Rachel","Kadete, Elechi M.","Lim, Christopher","Dawson, Bernette J.","Weinstein, David J.","Rojas Villareal, Jose Luis","Allen, Ruth Ryan"
"Dexter, Emily R.","Wilson, Ayesha","Weinstein, David J.","Rojas Villareal, Jose Luis","Bowman, Mannika L.","Fantini, Alfred B.","Allen, Ruth Ryan",skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis","Weinstain, Rachel","Weinstein, David J.","Wilson, Ayesha","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Allen, Ruth Ryan","Bowman, Mannika L.","Kadete, Elechi M.","Lim, Christopher",skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Weinstain, Rachel","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Rojas Villareal, Jose Luis","Wilson, Ayesha","Dawson, Bernette J.","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Rojas Villareal, Jose Luis","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Bowman, Mannika L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dawson, Bernette J.","Allen, Ruth Ryan","Dexter, Emily R.","Lim, Christopher","Wilson, Ayesha","Fantini, Alfred B.","Bowman, Mannika L.",skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Rojas Villareal, Jose Luis","Weinstain, Rachel","Allen, Ruth Ryan","Dawson, Bernette J.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Wilson, Ayesha","Dexter, Emily R.","Rojas Villareal, Jose Luis","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Weinstain, Rachel","Weinstein, David J.","Rojas Villareal, Jose Luis","Kadete, Elechi M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Fantini, Alfred B.","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Dawson, Bernette J.","Bowman, Mannika L.","Kadete, Elechi M.","Lim, Christopher","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Fantini, Alfred B.","Kadete, Elechi M.","Lim, Christopher","Rojas Villareal, Jose Luis","Weinstein, David J.","Weinstain, Rachel","Allen, Ruth Ryan","Bowman, Mannika L.","Dawson, Bernette J.","Dexter, Emily R."
"Fantini, Alfred B.","Rojas Villareal, Jose Luis","Lim, Christopher","Allen, Ruth Ryan","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped
"Lim, Christopher","Wilson, Ayesha","Rojas Villareal, Jose Luis","Weinstain, Rachel","Fantini, Alfred B.","Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dawson, Bernette J.","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Bowman, Mannika L.","Wilson, Ayesha","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Fantini, Alfred B.","Bowman, Mannika L.","Kadete, Elechi M.","Rojas Villareal, Jose Luis","Lim, Christopher","Weinstain, Rachel","Wilson, Ayesha","Weinstein, David J.","Allen, Ruth Ryan","Dawson, Bernette J."
"Wilson, Ayesha","Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Rojas Villareal, Jose Luis","Lim, Christopher","Kadete, Elechi M.",skipped,skipped,skipped,skipped
"Dexter, Emily R.","Weinstein, David J.","Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Wilson, Ayesha","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Allen, Ruth Ryan",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Fantini, Alfred B.","Rojas Villareal, Jose Luis","Lim, Christopher",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Weinstein, David J.","Kadete, Elechi M.","Lim, Christopher","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Kadete, Elechi M.","Rojas Villareal, Jose Luis","Weinstain, Rachel","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dawson, Bernette J.","Fantini, Alfred B.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Wilson, Ayesha","Lim, Christopher","Allen, Ruth Ryan","Fantini, Alfred B.","Dawson, Bernette J.","Kadete, Elechi M.","Rojas Villareal, Jose Luis","Weinstein, David J.","Bowman, Mannika L.","Dexter, Emily R."
"Kadete, Elechi M.","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Dawson, Bernette J.","Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Weinstain, Rachel","Allen, Ruth Ryan","Kadete, Elechi M.","Rojas Villareal, Jose Luis","Weinstein, David J.","Lim, Christopher"
"Kadete, Elechi M.","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Allen, Ruth Ryan","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis","Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Kadete, Elechi M.","Dexter, Emily R.","Bowman, Mannika L.","Weinstein, David J.","Fantini, Alfred B.","Dawson, Bernette J.",skipped,skipped,skipped,skipped
"Weinstain, Rachel","Fantini, Alfred B.","Dexter, Emily R.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Kadete, Elechi M.","Fantini, Alfred B.","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Dawson, Bernette J.","Kadete, Elechi M.","Lim, Christopher","Rojas Villareal, Jose Luis","Weinstein, David J.","Weinstain, Rachel","Wilson, Ayesha","Allen, Ruth Ryan"
"Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Wilson, Ayesha","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kadete, Elechi M.","Dexter, Emily R.","Rojas Villareal, Jose Luis","Wilson, Ayesha","Allen, Ruth Ryan",skipped,skipped,skipped,skipped,skipped
"Lim, Christopher","Fantini, Alfred B.","Bowman, Mannika L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha",skipped,"Lim, Christopher",skipped,"Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Bowman, Mannika L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dawson, Bernette J.","Kadete, Elechi M.","Wilson, Ayesha","Fantini, Alfred B.","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kadete, Elechi M.","Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Kadete, Elechi M.","Lim, Christopher",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.",skipped,"Dexter, Emily R.","Rojas Villareal, Jose Luis",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Bowman, Mannika L.","Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Weinstain, Rachel","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Bowman, Mannika L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel",skipped,skipped,"Bowman, Mannika L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Dexter, Emily R.","Fantini, Alfred B.","Rojas Villareal, Jose Luis","Wilson, Ayesha","Weinstain, Rachel","Kadete, Elechi M.","Dawson, Bernette J.",skipped,skipped,skipped
skipped,skipped,skipped,"Allen, Ruth Ryan",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Mannika L.","Lim, Christopher","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Rojas Villareal, Jose Luis","Wilson, Ayesha","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Rojas Villareal, Jose Luis","Weinstain, Rachel","Allen, Ruth Ryan",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Lim, Christopher",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Wilson, Ayesha","Dawson, Bernette J.","Bowman, Mannika L.","Kadete, Elechi M.","Allen, Ruth Ryan","Rojas Villareal, Jose Luis","Dexter, Emily R.","Fantini, Alfred B.","Weinstain, Rachel","Weinstein, David J.","Lim, Christopher"
"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Wilson, Ayesha","Dawson, Bernette J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstain, Rachel","Kadete, Elechi M.","Dexter, Emily R.","Dawson, Bernette J.","Bowman, Mannika L.","Allen, Ruth Ryan","Wilson, Ayesha","Weinstein, David J.","Rojas Villareal, Jose Luis","Lim, Christopher",skipped
"Rojas Villareal, Jose Luis","Fantini, Alfred B.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
