state,jurisdiction,year,date,office,notes,exhaust_on_overvote_marks,exhaust_on_N_repeated_skipped_marks,exhaust_on_duplicate_candidate_marks,exclude_writein_marks,combine_writein_marks,treat_combined_writeins_as_exhaustable_duplicates,multi_winner_rounds,n_winners,rcv_type,bottoms_up_threshold,split_fields,parser_func,cvr_path,extra_parser_args,ignore_contest
,SanLeandro PLACEHOLDER,2016,11/08/2016,CountyCouncilDistrict2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11082016_CountyCouncilDistrict2.csv,,FALSE
,SanFrancisco PLACEHOLDER,2006,11/07/2006,BoardofSupervisorsDistrict6.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,,FALSE
,Berkeley PLACEHOLDER,2018,11/06/2018,CityAuditor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11062018_CityAuditor.csv,,FALSE
,Vineyard PLACEHOLDER,2019,11/05/2019,CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Vineyard_11052019_CityCouncil.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember25thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict.csv,,FALSE
,Minneapolis PLACEHOLDER,2017,11/07/2017,PRBoardDistrict5.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11072017_PRBoardDistrict5.csv,,FALSE
,Minneapolis PLACEHOLDER,2009,11/06/2009,Ward1CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11062009_Ward1CityCouncil.csv,,FALSE
,Oakland PLACEHOLDER,2016,11/08/2016,CityCouncilDistrict5.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11082016_CityCouncilDistrict5.csv,,FALSE
,StLouisPark PLACEHOLDER,2021,11/02/2021,CityCouncilWard4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/StLouisPark_11022021_CityCouncilWard4.csv,,FALSE
,Minneapolis PLACEHOLDER,2009,11/06/2009,Ward9CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11062009_Ward9CityCouncil.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember6thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.csv,,FALSE
,Minneapolis PLACEHOLDER,2017,11/07/2017,PRBoardDistrict4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11072017_PRBoardDistrict4.csv,,FALSE
,Oakland PLACEHOLDER,2020,11/03/2020,MemberCityCouncilAtLargeOaklandRCV.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember18thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict.csv,,FALSE
,SanFrancisco PLACEHOLDER,2015,11/03/2015,BoardofSupervisorsDistrict3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11032015_BoardofSupervisorsDistrict3.csv,,FALSE
,Berkeley PLACEHOLDER,2010,11/02/2010,CityAuditor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11022010_CityAuditor.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMBoroughPresidentNewYork.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMBoroughPresidentNewYork.csv,,FALSE
,SanFrancisco PLACEHOLDER,2022,11/08/2022,AssessorRecorder.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11082022_AssessorRecorder.csv,,FALSE
,Minneapolis PLACEHOLDER,2017,11/07/2017,Ward13CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11072017_Ward13CityCouncil.csv,,FALSE
,Burlington PLACEHOLDER,2009,03/03/2009,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Burlington_03032009_Mayor.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,SenateDistrictN.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_SenateDistrictN.csv,,FALSE
,Oakland PLACEHOLDER,2012,11/06/2012,CityCouncilDistrict5.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11062012_CityCouncilDistrict5.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember20thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember20thCouncilDistrict.csv,,FALSE
,Oakland PLACEHOLDER,2014,11/04/2014,CityCouncilDistrict4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11042014_CityCouncilDistrict4.csv,,FALSE
,Oakland PLACEHOLDER,2022,11/08/2022,Schoolboarddistrict4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11082022_Schoolboarddistrict4.csv,,FALSE
,Oakland PLACEHOLDER,2014,11/04/2014,CityCouncilDistrict6.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11042014_CityCouncilDistrict6.csv,,FALSE
,Oakland PLACEHOLDER,2022,11/08/2022,Schoolboarddistrict6.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11082022_Schoolboarddistrict6.csv,,FALSE
,SanFrancisco PLACEHOLDER,2022,11/08/2022,BoardofSupervisorsD10.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11082022_BoardofSupervisorsD10.csv,,FALSE
,SanFrancisco PLACEHOLDER,2015,11/03/2015,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11032015_Mayor.csv,,FALSE
,Oakland PLACEHOLDER,2012,11/06/2012,CityCouncilDistrict7.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11062012_CityCouncilDistrict7.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,SenateDistrictL.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_SenateDistrictL.csv,,FALSE
,SanLeandro PLACEHOLDER,2012,11/06/2012,CountyCouncilDistrict2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11062012_CountyCouncilDistrict2.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,REPCouncilMember32ndCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_REPCouncilMember32ndCouncilDistrict.csv,,FALSE
,Minneapolis PLACEHOLDER,2021,11/02/2021,CityCouncilWard8.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11022021_CityCouncilWard8.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,USSenator.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_USSenator.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember9thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.csv,,FALSE
,Minneapolis PLACEHOLDER,2009,11/06/2009,Ward6CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11062009_Ward6CityCouncil.csv,,FALSE
,SanFrancisco PLACEHOLDER,2020,11/03/2020,BOARDOFSUPERVISORSDISTRICT11.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT11.csv,,FALSE
,Corvallis PLACEHOLDER,2022,11/08/2022,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Corvallis_11082022_Mayor.csv,,FALSE
,Minneapolis PLACEHOLDER,2017,11/07/2017,PRBoardDistrict6.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11072017_PRBoardDistrict6.csv,,FALSE
,SanFrancisco PLACEHOLDER,2008,11/04/2008,BoardofSupervisorsDistrict11.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11042008_BoardofSupervisorsDistrict11.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember17thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,CONCouncilMember19thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember21stCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember21stCouncilDistrict.csv,,FALSE
,Oakland PLACEHOLDER,2016,11/08/2016,CityCouncilDistrict7.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11082016_CityCouncilDistrict7.csv,,FALSE
,Portland PLACEHOLDER,2022,06/14/2022,Schoolboarddistrict5.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Portland_06142022_Schoolboarddistrict5.csv,,FALSE
,Albany PLACEHOLDER,2022,11/08/2022,FAKECityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Albany_11082022_FAKECityCouncil.csv,,FALSE
,Minneapolis PLACEHOLDER,2021,11/02/2021,CityCouncilWard9.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11022021_CityCouncilWard9.csv,,FALSE
,Minneapolis PLACEHOLDER,2013,11/05/2013,Ward13CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11052013_Ward13CityCouncil.csv,,FALSE
,SanFrancisco PLACEHOLDER,2006,11/07/2006,BoardofSupervisorsDistrict4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember12thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember12thCouncilDistrict.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,SenateDistrictM.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_SenateDistrictM.csv,,FALSE
,SanFrancisco PLACEHOLDER,2004,11/02/2004,BoardofSupervisorsDistrict11.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11022004_BoardofSupervisorsDistrict11.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,REPCouncilMember50thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,,FALSE
,SanFrancisco PLACEHOLDER,2018,11/06/2018,AssessorRecorder.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11062018_AssessorRecorder.csv,,FALSE
,Minneapolis PLACEHOLDER,2009,11/06/2009,Ward4CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11062009_Ward4CityCouncil.csv,,FALSE
,Alaska PLACEHOLDER,2020,04/10/2020,PRESIDENTOFTHEUNITEDSTATES.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_04102020_PRESIDENTOFTHEUNITEDSTATES.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember41stCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.csv,,FALSE
,SanFrancisco PLACEHOLDER,2008,11/04/2008,BoardofSupervisorsDistrict5.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11042008_BoardofSupervisorsDistrict5.csv,,FALSE
,Payson PLACEHOLDER,2019,11/05/2019,CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Payson_11052019_CityCouncil.csv,,FALSE
,SanFrancisco PLACEHOLDER,2020,11/03/2020,BOARDOFSUPERVISORSDISTRICT1.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict16.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict16.csv,,FALSE
,Berkeley PLACEHOLDER,2014,11/04/2014,CityCouncilDistrict1.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11042014_CityCouncilDistrict1.csv,,FALSE
,TakomaPark PLACEHOLDER,2022,11/08/2022,CityCouncilWard4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/TakomaPark_11082022_CityCouncilWard4.csv,,FALSE
,SanLeandro PLACEHOLDER,2020,11/03/2020,MemberCityCouncilDist6SanLeandroRCV.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11032020_MemberCityCouncilDist6SanLeandroRCV.csv,,FALSE
,Minneapolis PLACEHOLDER,2021,11/02/2021,ParkBoardDistrict2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11022021_ParkBoardDistrict2.csv,,FALSE
,Portland PLACEHOLDER,2022,06/14/2022,SchoolboardAL.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Portland_06142022_SchoolboardAL.csv,,FALSE
,Berkeley PLACEHOLDER,2018,11/06/2018,CityCouncilDistrict8.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11062018_CityCouncilDistrict8.csv,,FALSE
,ElkRidge PLACEHOLDER,2021,11/02/2021,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/ElkRidge_11022021_Mayor.csv,,FALSE
,SanLeandro PLACEHOLDER,2018,11/06/2018,CountyCouncilDistrict5.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11062018_CountyCouncilDistrict5.csv,,FALSE
,Minneapolis PLACEHOLDER,2013,11/05/2013,Ward5CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11052013_Ward5CityCouncil.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember36thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember36thCouncilDistrict.csv,,FALSE
,SanLeandro PLACEHOLDER,2010,11/02/2010,CountyCouncilDistrict5.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11022010_CountyCouncilDistrict5.csv,,FALSE
,Minneapolis PLACEHOLDER,2021,11/02/2021,ParkBoardDistrict3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11022021_ParkBoardDistrict3.csv,,FALSE
,Oakland PLACEHOLDER,2012,11/06/2012,CityCouncilAtLarge.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11062012_CityCouncilAtLarge.csv,,FALSE
,TakomaPark PLACEHOLDER,2022,11/08/2022,CityCouncilWard5.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/TakomaPark_11082022_CityCouncilWard5.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict17.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict17.csv,,FALSE
,Oakland PLACEHOLDER,2010,11/02/2010,CityCouncilDistrict4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11022010_CityCouncilDistrict4.csv,,FALSE
,SanFrancisco PLACEHOLDER,2022,11/08/2022,DistrictAttorney.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11082022_DistrictAttorney.csv,,FALSE
,SanFrancisco PLACEHOLDER,2008,11/04/2008,BoardofSupervisorsDistrict4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11042008_BoardofSupervisorsDistrict4.csv,,FALSE
,SanFrancisco PLACEHOLDER,2018,11/06/2018,BoardofSupervisorsDistrict6.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11062018_BoardofSupervisorsDistrict6.csv,,FALSE
,Oakland PLACEHOLDER,2022,11/08/2022,CityCouncilmemberDistrict6.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11082022_CityCouncilmemberDistrict6.csv,,FALSE
,SanFrancisco PLACEHOLDER,2022,11/08/2022,BoardofSupervisorsD4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11082022_BoardofSupervisorsD4.csv,,FALSE
,SanFrancisco PLACEHOLDER,2022,11/08/2022,BoardofSupervisorsD6.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11082022_BoardofSupervisorsD6.csv,,FALSE
,Minneapolis PLACEHOLDER,2009,11/06/2009,Ward3CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11062009_Ward3CityCouncil.csv,,FALSE
,Oakland PLACEHOLDER,2022,11/08/2022,CityCouncilmemberDistrict4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11082022_CityCouncilmemberDistrict4.csv,,FALSE
,Berkeley PLACEHOLDER,2016,11/08/2016,CityCouncilDistrict2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11082016_CityCouncilDistrict2.csv,,FALSE
,SanFrancisco PLACEHOLDER,2018,11/06/2018,BoardofSupervisorsDistrict4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11062018_BoardofSupervisorsDistrict4.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict15.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict15.csv,,FALSE
,Oakland PLACEHOLDER,2010,11/02/2010,CityCouncilDistrict6.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11022010_CityCouncilDistrict6.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember40thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict29.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict29.csv,,FALSE
,Minneapolis PLACEHOLDER,2021,11/02/2021,ParkBoardDistrict1.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11022021_ParkBoardDistrict1.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember39thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict.csv,,FALSE
,Berkeley PLACEHOLDER,2012,11/06/2012,CityCouncilDistrict3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11062012_CityCouncilDistrict3.csv,,FALSE
,PierceCounty PLACEHOLDER,2008,11/04/2008,CountyCouncilDistrict2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/PierceCounty_11042008_CountyCouncilDistrict2.csv,,FALSE
,Oakland PLACEHOLDER,2018,11/06/2018,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11062018_Mayor.csv,,FALSE
