precincts,tally_type,ballotID,rank1,rank2,rank3
25-108,Absentee Voting,000399986,Joyce McDonald,Al Rose,Carolyn Merrival
25-108,Absentee Voting,000399987,Joyce McDonald,Al Rose,Carolyn Merrival
25-108,Absentee Voting,000399988,Joyce McDonald,skipped,skipped
25-108,Absentee Voting,000399989,Al Rose,skipped,skipped
25-108,Absentee Voting,000399990,Al Rose,Carolyn Merrival,skipped
25-108,Absentee Voting,000399991,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000399992,skipped,skipped,skipped
25-109,Absentee Voting,000399993,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000399994,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000399995,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000399996,skipped,skipped,skipped
25-109,Absentee Voting,000399997,Carolyn Merrival,Al Rose,skipped
25-109,Absentee Voting,000399998,Joyce McDonald,Al Rose,Carolyn Merrival
25-109,Absentee Voting,000399999,Joyce McDonald,Carolyn Merrival,Al Rose
25-109,Absentee Voting,000400000,Al Rose,Carolyn Merrival,Joyce McDonald
25-109,Absentee Voting,000400001,Al Rose,Joyce McDonald,Carolyn Merrival
25-109,Absentee Voting,000400002,Joyce McDonald,Al Rose,Carolyn Merrival
25-109,Absentee Voting,000400003,Carolyn Merrival,Al Rose,Joyce McDonald
25-109,Absentee Voting,000400004,Al Rose,Carolyn Merrival,skipped
25-109,Absentee Voting,000400005,Al Rose,Carolyn Merrival,skipped
25-109,Absentee Voting,000400006,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400007,Joyce McDonald,Al Rose,skipped
25-109,Absentee Voting,000400008,Al Rose,skipped,skipped
25-109,Absentee Voting,000400009,Al Rose,Carolyn Merrival,Joyce McDonald
25-109,Absentee Voting,000400010,Joyce McDonald,Carolyn Merrival,Al Rose
25-109,Absentee Voting,000400011,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400012,skipped,skipped,skipped
25-109,Absentee Voting,000400013,Carolyn Merrival,Al Rose,Joyce McDonald
25-109,Absentee Voting,000400014,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400015,Al Rose,Carolyn Merrival,skipped
25-109,Absentee Voting,000400016,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400017,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400018,Carolyn Merrival,skipped,skipped
25-109,Absentee Voting,000400019,Al Rose,Carolyn Merrival,skipped
25-109,Absentee Voting,000400020,Joyce McDonald,Al Rose,Carolyn Merrival
25-109,Absentee Voting,000400021,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400022,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400023,Carolyn Merrival,Al Rose,skipped
25-109,Absentee Voting,000400024,Joyce McDonald,Al Rose,Carolyn Merrival
25-109,Absentee Voting,000400025,Al Rose,Carolyn Merrival,Joyce McDonald
25-109,Absentee Voting,000400026,Al Rose,Joyce McDonald,Carolyn Merrival
25-109,Absentee Voting,000400027,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400028,Joyce McDonald,Al Rose,Carolyn Merrival
25-109,Absentee Voting,000400029,Joyce McDonald,Carolyn Merrival,Al Rose
25-109,Absentee Voting,000400030,skipped,skipped,skipped
25-109,Absentee Voting,000400031,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400032,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400033,Joyce McDonald,Al Rose,Carolyn Merrival
25-109,Absentee Voting,000400034,Al Rose,Carolyn Merrival,Joyce McDonald
25-109,Absentee Voting,000400035,Joyce McDonald,Carolyn Merrival,Al Rose
25-109,Absentee Voting,000400036,Al Rose,Joyce McDonald,Carolyn Merrival
25-109,Absentee Voting,000400037,skipped,skipped,skipped
25-109,Absentee Voting,000400038,Carolyn Merrival,Al Rose,Joyce McDonald
25-109,Absentee Voting,000400039,skipped,skipped,skipped
25-109,Absentee Voting,000400040,Carolyn Merrival,Al Rose,Joyce McDonald
25-109,Absentee Voting,000400041,skipped,skipped,skipped
25-109,Absentee Voting,000400042,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400043,Al Rose,Carolyn Merrival,Joyce McDonald
25-109,Absentee Voting,000400044,Joyce McDonald,Carolyn Merrival,Al Rose
25-109,Absentee Voting,000400045,Carolyn Merrival,skipped,skipped
25-109,Absentee Voting,000400046,Carolyn Merrival,Al Rose,skipped
25-109,Absentee Voting,000400047,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400048,Al Rose,Carolyn Merrival,Joyce McDonald
25-109,Absentee Voting,000400049,Carolyn Merrival,skipped,skipped
25-109,Absentee Voting,000400050,Al Rose,Carolyn Merrival,Joyce McDonald
25-109,Absentee Voting,000400051,Carolyn Merrival,Al Rose,Joyce McDonald
25-109,Absentee Voting,000400052,Al Rose,Joyce McDonald,Carolyn Merrival
25-109,Absentee Voting,000400053,Carolyn Merrival,skipped,skipped
25-109,Absentee Voting,000400054,Carolyn Merrival,Al Rose,Joyce McDonald
25-109,Absentee Voting,000400055,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-109,Absentee Voting,000400056,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400057,skipped,skipped,skipped
25-109,Absentee Voting,000400058,skipped,skipped,skipped
25-109,Absentee Voting,000400059,skipped,skipped,skipped
25-109,Absentee Voting,000400060,Al Rose,Carolyn Merrival,Joyce McDonald
25-109,Absentee Voting,000400061,Al Rose,Carolyn Merrival,skipped
25-109,Absentee Voting,000400062,Al Rose,skipped,skipped
25-109,Absentee Voting,000400063,Al Rose,Carolyn Merrival,Joyce McDonald
25-109,Absentee Voting,000400064,Joyce McDonald,Al Rose,Carolyn Merrival
25-109,Absentee Voting,000400065,Carolyn Merrival,Al Rose,Joyce McDonald
25-109,Absentee Voting,000400066,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400067,Carolyn Merrival,skipped,skipped
25-109,Absentee Voting,000400068,Al Rose,Carolyn Merrival,skipped
25-109,Absentee Voting,000400069,Al Rose,Carolyn Merrival,Joyce McDonald
25-109,Absentee Voting,000400070,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400071,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400072,Al Rose,Carolyn Merrival,Joyce McDonald
25-109,Absentee Voting,000400073,Carolyn Merrival,Al Rose,skipped
25-109,Absentee Voting,000400074,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400075,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400076,Joyce McDonald,skipped,skipped
25-109,Absentee Voting,000400077,Carolyn Merrival,Al Rose,Joyce McDonald
25-109,Absentee Voting,000400078,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400079,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400080,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400081,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400082,Al Rose,Joyce McDonald,Carolyn Merrival
25-110,Absentee Voting,000400083,Al Rose,Carolyn Merrival,Joyce McDonald
25-110,Absentee Voting,000400084,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400085,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400086,Carolyn Merrival,Al Rose,skipped
25-110,Absentee Voting,000400087,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400088,Carolyn Merrival,Al Rose,skipped
25-110,Absentee Voting,000400089,skipped,skipped,skipped
25-110,Absentee Voting,000400090,Joyce McDonald,Al Rose,Carolyn Merrival
25-110,Absentee Voting,000400091,Carolyn Merrival,Al Rose,Joyce McDonald
25-110,Absentee Voting,000400092,Al Rose,Carolyn Merrival,Joyce McDonald
25-110,Absentee Voting,000400093,Carolyn Merrival,Al Rose,Joyce McDonald
25-110,Absentee Voting,000400094,Joyce McDonald,writein,writein
25-110,Absentee Voting,000400095,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400096,Joyce McDonald,Al Rose,skipped
25-110,Absentee Voting,000400097,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400098,Al Rose,Joyce McDonald,skipped
25-110,Absentee Voting,000400099,Joyce McDonald,Carolyn Merrival,Al Rose
25-110,Absentee Voting,000400100,Joyce McDonald,Al Rose,skipped
25-110,Absentee Voting,000400101,Joyce McDonald,writein,writein
25-110,Absentee Voting,000400102,Al Rose,Joyce McDonald,Carolyn Merrival
25-110,Absentee Voting,000400103,Carolyn Merrival,Al Rose,Joyce McDonald
25-110,Absentee Voting,000400104,Joyce McDonald,Al Rose,Carolyn Merrival
25-110,Absentee Voting,000400105,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400106,Al Rose,Joyce McDonald,Carolyn Merrival
25-110,Absentee Voting,000400107,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400108,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400109,Al Rose,Joyce McDonald,Carolyn Merrival
25-110,Absentee Voting,000400110,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400111,Joyce McDonald,Al Rose,Carolyn Merrival
25-110,Absentee Voting,000400112,Al Rose,Joyce McDonald,Carolyn Merrival
25-110,Absentee Voting,000400113,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400114,Carolyn Merrival,Al Rose,skipped
25-110,Absentee Voting,000400115,Al Rose,Carolyn Merrival,Joyce McDonald
25-110,Absentee Voting,000400116,Al Rose,Joyce McDonald,Carolyn Merrival
25-110,Absentee Voting,000400117,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400118,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400119,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400120,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400121,Carolyn Merrival,Al Rose,Joyce McDonald
25-110,Absentee Voting,000400122,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400123,Carolyn Merrival,Al Rose,Joyce McDonald
25-110,Absentee Voting,000400124,Joyce McDonald,Carolyn Merrival,Al Rose
25-110,Absentee Voting,000400125,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400126,Joyce McDonald,Carolyn Merrival,Al Rose
25-110,Absentee Voting,000400127,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400128,skipped,skipped,skipped
25-110,Absentee Voting,000400129,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400130,Joyce McDonald,Al Rose,Carolyn Merrival
25-110,Absentee Voting,000400131,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400132,Al Rose,Joyce McDonald,skipped
25-110,Absentee Voting,000400133,Al Rose,Joyce McDonald,skipped
25-110,Absentee Voting,000400134,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400135,Joyce McDonald,Carolyn Merrival,Al Rose
25-110,Absentee Voting,000400136,Al Rose,Carolyn Merrival,skipped
25-110,Absentee Voting,000400137,Joyce McDonald,Carolyn Merrival,Al Rose
25-110,Absentee Voting,000400138,Joyce McDonald,Carolyn Merrival,Al Rose
25-110,Absentee Voting,000400139,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400140,Joyce McDonald,Carolyn Merrival,Al Rose
25-110,Absentee Voting,000400141,Al Rose,skipped,skipped
25-110,Absentee Voting,000400142,Carolyn Merrival,Al Rose,skipped
25-110,Absentee Voting,000400143,Al Rose,skipped,skipped
25-110,Absentee Voting,000400144,Al Rose,Carolyn Merrival,Joyce McDonald
25-110,Absentee Voting,000400145,Al Rose,Carolyn Merrival,Joyce McDonald
25-110,Absentee Voting,000400146,Al Rose,Carolyn Merrival,Joyce McDonald
25-110,Absentee Voting,000400147,Joyce McDonald,Carolyn Merrival,Al Rose
25-110,Absentee Voting,000400148,Joyce McDonald,Carolyn Merrival,Al Rose
25-110,Absentee Voting,000400149,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400150,Al Rose,skipped,skipped
25-110,Absentee Voting,000400151,skipped,skipped,skipped
25-110,Absentee Voting,000400152,Al Rose,Carolyn Merrival,Joyce McDonald
25-110,Absentee Voting,000400153,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400154,Carolyn Merrival,Joyce McDonald,Al Rose
25-110,Absentee Voting,000400155,Al Rose,skipped,skipped
25-110,Absentee Voting,000400156,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-110,Absentee Voting,000400157,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400158,Carolyn Merrival,Al Rose,skipped
25-110,Absentee Voting,000400159,Carolyn Merrival,Al Rose,Joyce McDonald
25-110,Absentee Voting,000400160,Al Rose,skipped,skipped
25-110,Absentee Voting,000400161,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400162,Al Rose,Carolyn Merrival,skipped
25-110,Absentee Voting,000400163,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400164,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400165,Al Rose,Joyce McDonald,skipped
25-110,Absentee Voting,000400166,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400167,Joyce McDonald,skipped,skipped
25-110,Absentee Voting,000400168,Joyce McDonald,Al Rose,Joyce McDonald
25-110,Absentee Voting,000400169,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400170,Al Rose,Carolyn Merrival,skipped
25-111,Absentee Voting,000400171,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Absentee Voting,000400172,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400173,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400174,Joyce McDonald,Al Rose,skipped
25-111,Absentee Voting,000400175,Carolyn Merrival,Al Rose,skipped
25-111,Absentee Voting,000400176,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400177,Carolyn Merrival,Al Rose,Joyce McDonald
25-111,Absentee Voting,000400178,Carolyn Merrival,Al Rose,skipped
25-111,Absentee Voting,000400179,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Absentee Voting,000400180,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-111,Absentee Voting,000400181,Carolyn Merrival,Al Rose,skipped
25-111,Absentee Voting,000400182,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400183,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Absentee Voting,000400184,Al Rose,Carolyn Merrival,skipped
25-111,Absentee Voting,000400185,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400186,Carolyn Merrival,Al Rose,skipped
25-111,Absentee Voting,000400187,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400188,Joyce McDonald,writein,Al Rose
25-111,Absentee Voting,000400189,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400190,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400191,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400192,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Absentee Voting,000400193,Al Rose,skipped,skipped
25-111,Absentee Voting,000400194,Al Rose,Joyce McDonald,skipped
25-111,Absentee Voting,000400195,Al Rose,skipped,skipped
25-111,Absentee Voting,000400196,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400197,skipped,skipped,skipped
25-111,Absentee Voting,000400198,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400199,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400200,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400201,Carolyn Merrival,skipped,skipped
25-111,Absentee Voting,000400202,Al Rose,skipped,skipped
25-111,Absentee Voting,000400203,Carolyn Merrival,Al Rose,Joyce McDonald
25-111,Absentee Voting,000400204,Joyce McDonald,Carolyn Merrival,writein
25-111,Absentee Voting,000400205,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400206,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400207,Joyce McDonald,Al Rose,skipped
25-111,Absentee Voting,000400208,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400209,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400210,Al Rose,skipped,skipped
25-111,Absentee Voting,000400211,Al Rose,skipped,skipped
25-111,Absentee Voting,000400212,skipped,skipped,skipped
25-111,Absentee Voting,000400213,Al Rose,skipped,skipped
25-111,Absentee Voting,000400214,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400215,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400216,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400217,Carolyn Merrival,Al Rose,Joyce McDonald
25-111,Absentee Voting,000400218,Carolyn Merrival,Al Rose,Joyce McDonald
25-111,Absentee Voting,000400219,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400220,skipped,skipped,skipped
25-111,Absentee Voting,000400221,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400222,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400223,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Absentee Voting,000400224,skipped,skipped,skipped
25-111,Absentee Voting,000400225,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400226,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400227,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400228,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400229,Joyce McDonald,Carolyn Merrival,skipped
25-111,Absentee Voting,000400230,Carolyn Merrival,skipped,skipped
25-111,Absentee Voting,000400231,Joyce McDonald,Carolyn Merrival,skipped
25-111,Absentee Voting,000400232,Al Rose,skipped,skipped
25-111,Absentee Voting,000400233,Al Rose,skipped,skipped
25-111,Absentee Voting,000400234,skipped,skipped,skipped
25-111,Absentee Voting,000400235,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400236,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400237,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Absentee Voting,000400238,Al Rose,Carolyn Merrival,skipped
25-111,Absentee Voting,000400239,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400240,Al Rose,Carolyn Merrival,skipped
25-111,Absentee Voting,000400241,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400242,Al Rose,skipped,skipped
25-111,Absentee Voting,000400243,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-111,Absentee Voting,000400244,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Absentee Voting,000400245,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Absentee Voting,000400246,Joyce McDonald,Carolyn Merrival,Al Rose
25-111,Absentee Voting,000400247,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400248,Al Rose,skipped,skipped
25-111,Absentee Voting,000400249,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400250,Joyce McDonald,Al Rose,skipped
25-111,Absentee Voting,000400251,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400252,Carolyn Merrival,Joyce McDonald,Al Rose
25-111,Absentee Voting,000400253,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400254,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Absentee Voting,000400255,Joyce McDonald,writein,skipped
25-111,Absentee Voting,000400256,Joyce McDonald,Al Rose,skipped
25-111,Absentee Voting,000400257,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400258,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400259,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400260,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Absentee Voting,000400261,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400262,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400263,Al Rose,Joyce McDonald,Carolyn Merrival
25-111,Absentee Voting,000400264,Carolyn Merrival,Al Rose,Joyce McDonald
25-111,Absentee Voting,000400265,Al Rose,skipped,skipped
25-111,Absentee Voting,000400266,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400267,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400268,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400269,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400270,Joyce McDonald,Al Rose,skipped
25-111,Absentee Voting,000400271,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400272,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400273,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400274,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-111,Absentee Voting,000400275,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400276,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400277,skipped,skipped,skipped
25-111,Absentee Voting,000400278,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400279,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400280,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400281,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400282,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400283,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400284,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400285,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400286,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400287,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400288,Al Rose,Joyce McDonald,Carolyn Merrival
25-111,Absentee Voting,000400289,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400290,Al Rose,skipped,skipped
25-111,Absentee Voting,000400291,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Absentee Voting,000400292,Al Rose,skipped,skipped
25-111,Absentee Voting,000400293,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400294,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Absentee Voting,000400295,Joyce McDonald,skipped,skipped
25-111,Absentee Voting,000400296,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Absentee Voting,000400297,Al Rose,skipped,skipped
25-111,Absentee Voting,000400298,Al Rose,Carolyn Merrival,Joyce McDonald
25-111,Absentee Voting,000400299,Al Rose,skipped,skipped
25-111,Absentee Voting,000400300,Joyce McDonald,Al Rose,Carolyn Merrival
25-111,Absentee Voting,000400301,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400302,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400303,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-112,Absentee Voting,000400304,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400305,Joyce McDonald,Al Rose,Carolyn Merrival
25-112,Absentee Voting,000400306,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400307,Carolyn Merrival,Al Rose,Joyce McDonald
25-112,Absentee Voting,000400308,skipped,skipped,skipped
25-112,Absentee Voting,000400309,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400310,Al Rose,Joyce McDonald,Carolyn Merrival
25-112,Absentee Voting,000400311,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400312,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400313,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400314,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-112,Absentee Voting,000400315,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400316,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-112,Absentee Voting,000400317,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400318,Joyce McDonald,Carolyn Merrival,skipped
25-112,Absentee Voting,000400319,Al Rose,skipped,skipped
25-112,Absentee Voting,000400320,Al Rose,skipped,skipped
25-112,Absentee Voting,000400321,Al Rose,Carolyn Merrival,Joyce McDonald
25-112,Absentee Voting,000400322,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400323,Carolyn Merrival,Al Rose,skipped
25-112,Absentee Voting,000400324,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400325,Joyce McDonald,Al Rose,Carolyn Merrival
25-112,Absentee Voting,000400326,Joyce McDonald,Al Rose,Carolyn Merrival
25-112,Absentee Voting,000400327,Carolyn Merrival,skipped,skipped
25-112,Absentee Voting,000400328,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400329,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400330,Al Rose,Carolyn Merrival,skipped
25-112,Absentee Voting,000400331,skipped,skipped,skipped
25-112,Absentee Voting,000400332,Al Rose,skipped,skipped
25-112,Absentee Voting,000400333,Al Rose,Carolyn Merrival,skipped
25-112,Absentee Voting,000400334,Al Rose,Carolyn Merrival,skipped
25-112,Absentee Voting,000400335,Joyce McDonald,Al Rose,skipped
25-112,Absentee Voting,000400336,Joyce McDonald,Carolyn Merrival,Al Rose
25-112,Absentee Voting,000400337,skipped,skipped,skipped
25-112,Absentee Voting,000400338,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400339,Joyce McDonald,Carolyn Merrival,Al Rose
25-112,Absentee Voting,000400340,Joyce McDonald,Carolyn Merrival,Al Rose
25-112,Absentee Voting,000400341,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-112,Absentee Voting,000400342,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400343,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400344,Joyce McDonald,Al Rose,skipped
25-112,Absentee Voting,000400345,Joyce McDonald,Joyce McDonald,Joyce McDonald
25-112,Absentee Voting,000400346,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400347,Al Rose,Carolyn Merrival,Joyce McDonald
25-112,Absentee Voting,000400348,Joyce McDonald,Carolyn Merrival,Al Rose
25-112,Absentee Voting,000400349,Carolyn Merrival,Joyce McDonald,Al Rose
25-112,Absentee Voting,000400350,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400351,Joyce McDonald,Al Rose,Carolyn Merrival
25-112,Absentee Voting,000400352,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400353,Joyce McDonald,Al Rose,Carolyn Merrival
25-112,Absentee Voting,000400354,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400355,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400356,skipped,skipped,skipped
25-112,Absentee Voting,000400357,Al Rose,skipped,skipped
25-112,Absentee Voting,000400358,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400359,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400360,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400361,skipped,skipped,skipped
25-112,Absentee Voting,000400362,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400363,Joyce McDonald,Al Rose,Carolyn Merrival
25-112,Absentee Voting,000400364,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400365,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400366,Al Rose,skipped,skipped
25-112,Absentee Voting,000400367,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400368,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400369,skipped,skipped,skipped
25-112,Absentee Voting,000400370,Joyce McDonald,Al Rose,skipped
25-112,Absentee Voting,000400371,Joyce McDonald,Al Rose,Carolyn Merrival
25-112,Absentee Voting,000400372,Carolyn Merrival,Joyce McDonald,skipped
25-112,Absentee Voting,000400373,Carolyn Merrival,Al Rose,skipped
25-112,Absentee Voting,000400374,Joyce McDonald,skipped,skipped
25-112,Absentee Voting,000400375,skipped,skipped,skipped
25-112,Absentee Voting,000400376,Al Rose,Carolyn Merrival,Joyce McDonald
