ballotID,precinctPortion,ballot_type,countingGroup,precinct,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10
01673_00000_104748,105.002,Ballot 17 - Type 17,Election Day,105,WILLIAM BILL MATTIACE,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,BEV COURTNEY,GREGORY Z SMITH,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,KEN MIYAGISHIMA
01673_00000_945686,118,Ballot 16 - Type 16,Election Day,118,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_187487,109.002,Ballot 17 - Type 17,Election Day,109,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_731116,112,Ballot 16 - Type 16,Election Day,112,WILLIAM BILL MATTIACE,MIKE A TELLEZ,GREGORY Z SMITH,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,ISABELLA SOLIS,JORGE SANCHEZ,EUGENIA (GINA) MONTOYA ORTEGA
01673_00000_688191,117.001,Ballot 16 - Type 16,Election Day,117,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,ISABELLA SOLIS,BEV COURTNEY,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,MIKE A TELLEZ
01673_00000_878999,118,Ballot 16 - Type 16,Election Day,118,EUGENIA (GINA) MONTOYA ORTEGA,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,MIKE A TELLEZ,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,JORGE SANCHEZ,WILLIAM BILL MATTIACE,GREGORY Z SMITH,KEN MIYAGISHIMA
01673_00000_169497,066.002,Ballot 16 - Type 16,Election Day,066,GREGORY Z SMITH,ISABELLA SOLIS,JORGE SANCHEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_538310,117.001,Ballot 16 - Type 16,Election Day,117,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,ISABELLA SOLIS,BEV COURTNEY,KEN MIYAGISHIMA,JORGE SANCHEZ,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA
01673_00000_194901,117.001,Ballot 16 - Type 16,Election Day,117,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,KEN MIYAGISHIMA
01673_00000_286203,059,Ballot 16 - Type 16,Election Day,059,ISABELLA SOLIS,BEV COURTNEY,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH
01673_00000_022015,066.002,Ballot 16 - Type 16,Election Day,066,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,MIKE A TELLEZ,ISABELLA SOLIS,GREGORY Z SMITH,BEV COURTNEY,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA
01673_00000_632032,066.002,Ballot 16 - Type 16,Election Day,066,WILLIAM BILL MATTIACE,MIKE A TELLEZ,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_820383,117.001,Ballot 16 - Type 16,Election Day,117,KEN MIYAGISHIMA,JORGE SANCHEZ,overvote,overvote,overvote,overvote,skipped,skipped,skipped,skipped
01673_00000_352836,118,Ballot 16 - Type 16,Election Day,118,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ISABELLA SOLIS,WILLIAM BILL MATTIACE,BEV COURTNEY,MIKE A TELLEZ,KEN MIYAGISHIMA,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,GREGORY Z SMITH
01673_00000_724083,059,Ballot 16 - Type 16,Election Day,059,ISABELLA SOLIS,BEV COURTNEY,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH
01673_00000_838723,117.001,Ballot 16 - Type 16,Election Day,117,MIKE A TELLEZ,WILLIAM BILL MATTIACE,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_446800,066.002,Ballot 16 - Type 16,Election Day,066,MIKE A TELLEZ,overvote,ISABELLA SOLIS,ISABELLA SOLIS,ISABELLA SOLIS,GREGORY Z SMITH,JORGE SANCHEZ,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA
01673_00000_232478,066.002,Ballot 16 - Type 16,Election Day,066,ISABELLA SOLIS,JORGE SANCHEZ,GREGORY Z SMITH,MIKE A TELLEZ,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA
01673_00000_643580,118,Ballot 16 - Type 16,Election Day,118,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,BEV COURTNEY,MIKE A TELLEZ,ISABELLA SOLIS,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ
01673_00000_782054,061,Ballot 16 - Type 16,Election Day,061,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_090677,066.002,Ballot 16 - Type 16,Election Day,066,GREGORY Z SMITH,MIKE A TELLEZ,JORGE SANCHEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_564423,105.002,Ballot 17 - Type 17,Election Day,105,MIKE A TELLEZ,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA
01673_00000_292355,059,Ballot 16 - Type 16,Election Day,059,MIKE A TELLEZ,ISABELLA SOLIS,BEV COURTNEY,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,KEN MIYAGISHIMA
01673_00000_586227,117.001,Ballot 16 - Type 16,Election Day,117,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,ISABELLA SOLIS,WILLIAM BILL MATTIACE,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped
01673_00000_337079,112,Ballot 16 - Type 16,Election Day,112,MIKE A TELLEZ,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,BEV COURTNEY,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,GREGORY Z SMITH,KEN MIYAGISHIMA
01673_00000_672719,116,Ballot 16 - Type 16,Election Day,116,WILLIAM BILL MATTIACE,MIKE A TELLEZ,BEV COURTNEY,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,JORGE SANCHEZ,KEN MIYAGISHIMA
01673_00000_518494,043,Ballot 20 - Type 20,Election Day,043,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_705043,066.002,Ballot 16 - Type 16,Election Day,066,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_057874,117.001,Ballot 16 - Type 16,Election Day,117,ISABELLA SOLIS,MIKE A TELLEZ,JORGE SANCHEZ,GREGORY Z SMITH,BEV COURTNEY,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA
01673_00000_912533,117.001,Ballot 16 - Type 16,Election Day,117,KEN MIYAGISHIMA,JORGE SANCHEZ,GREGORY Z SMITH,ISABELLA SOLIS,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,MIKE A TELLEZ
01673_00000_493963,066.002,Ballot 16 - Type 16,Election Day,066,WILLIAM BILL MATTIACE,BEV COURTNEY,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,GREGORY Z SMITH,ISABELLA SOLIS,KEN MIYAGISHIMA
01673_00000_576893,117.001,Ballot 16 - Type 16,Election Day,117,KEN MIYAGISHIMA,MIKE A TELLEZ,GREGORY Z SMITH,ISABELLA SOLIS,JORGE SANCHEZ,EUGENIA (GINA) MONTOYA ORTEGA,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ
01673_00000_425367,116,Ballot 16 - Type 16,Election Day,116,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_617571,117.001,Ballot 16 - Type 16,Election Day,117,BEV COURTNEY,BEV COURTNEY,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_994564,066.002,Ballot 16 - Type 16,Election Day,066,WILLIAM BILL MATTIACE,BEV COURTNEY,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped
01673_00000_344542,059,Ballot 16 - Type 16,Election Day,059,WILLIAM BILL MATTIACE,GREGORY Z SMITH,ISABELLA SOLIS,JORGE SANCHEZ,MIKE A TELLEZ,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO
01673_00000_710639,066.002,Ballot 16 - Type 16,Election Day,066,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_391681,116,Ballot 16 - Type 16,Election Day,116,overvote,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,GREGORY Z SMITH,KEN MIYAGISHIMA
01673_00000_804704,066.002,Ballot 16 - Type 16,Election Day,066,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_852773,066.002,Ballot 16 - Type 16,Election Day,066,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,KEN MIYAGISHIMA
01673_00000_590864,109.002,Ballot 17 - Type 17,Election Day,109,WILLIAM BILL MATTIACE,ISABELLA SOLIS,BEV COURTNEY,JORGE SANCHEZ,GREGORY Z SMITH,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA
01673_00000_375660,027,Ballot 2 - Type 2,Election Day,027,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_188709,034,Ballot 20 - Type 20,Election Day,034,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,JORGE SANCHEZ,MIKE A TELLEZ,BEV COURTNEY,ISABELLA SOLIS,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ
01673_00000_543906,117.001,Ballot 16 - Type 16,Election Day,117,BEV COURTNEY,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_019612,059,Ballot 16 - Type 16,Election Day,059,MIKE A TELLEZ,ISABELLA SOLIS,GREGORY Z SMITH,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,JORGE SANCHEZ
01673_00000_318650,117.001,Ballot 16 - Type 16,Election Day,117,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_257785,066.002,Ballot 16 - Type 16,Election Day,066,MIKE A TELLEZ,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,skipped,skipped,KEN MIYAGISHIMA
01673_00000_221365,117.001,Ballot 16 - Type 16,Election Day,117,GREGORY Z SMITH,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_045794,116,Ballot 16 - Type 16,Election Day,116,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_966163,066.002,Ballot 16 - Type 16,Election Day,066,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,BEV COURTNEY,ISABELLA SOLIS,GREGORY Z SMITH,JORGE SANCHEZ,MIKE A TELLEZ
01673_00000_669634,090.002,Ballot 19 - Type 19,Election Day,090,ALEXANDER PAIGE FRESQUEZ,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_937010,067,Ballot 16 - Type 16,Election Day,067,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,KEN MIYAGISHIMA
01673_00000_066559,117.001,Ballot 16 - Type 16,Election Day,117,ISABELLA SOLIS,WILLIAM BILL MATTIACE,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,BEV COURTNEY,GREGORY Z SMITH,KEN MIYAGISHIMA
01673_00000_185265,066.002,Ballot 16 - Type 16,Election Day,066,MIKE A TELLEZ,WILLIAM BILL MATTIACE,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,BEV COURTNEY,JESUSITA DOLORES LUCERO,ISABELLA SOLIS
01673_00000_450218,059,Ballot 16 - Type 16,Election Day,059,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,KEN MIYAGISHIMA
01673_00000_301978,117.001,Ballot 16 - Type 16,Election Day,117,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_717515,117.001,Ballot 16 - Type 16,Election Day,117,GREGORY Z SMITH,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_172857,066.002,Ballot 16 - Type 16,Election Day,066,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_023627,117.001,Ballot 16 - Type 16,Election Day,117,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped
01673_00000_904882,117.001,Ballot 16 - Type 16,Election Day,117,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_746668,059,Ballot 16 - Type 16,Election Day,059,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,ISABELLA SOLIS,MIKE A TELLEZ,GREGORY Z SMITH,JORGE SANCHEZ,EUGENIA (GINA) MONTOYA ORTEGA
01673_00000_703810,117.001,Ballot 16 - Type 16,Election Day,117,WILLIAM BILL MATTIACE,MIKE A TELLEZ,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_604120,048,Ballot 20 - Type 20,Election Day,048,MIKE A TELLEZ,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_769658,117.001,Ballot 16 - Type 16,Election Day,117,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,ISABELLA SOLIS,skipped,skipped,skipped,skipped
01673_00000_123462,066.002,Ballot 16 - Type 16,Election Day,066,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_650937,059,Ballot 16 - Type 16,Election Day,059,ISABELLA SOLIS,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,skipped,skipped,skipped,skipped
01673_00000_771277,066.002,Ballot 16 - Type 16,Election Day,066,ALEXANDER PAIGE FRESQUEZ,KEN MIYAGISHIMA,ISABELLA SOLIS,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,GREGORY Z SMITH,JORGE SANCHEZ,WILLIAM BILL MATTIACE
01673_00000_437258,059,Ballot 16 - Type 16,Election Day,059,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_386098,024,Ballot 19 - Type 19,Election Day,024,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_930134,066.002,Ballot 16 - Type 16,Election Day,066,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,GREGORY Z SMITH,skipped,skipped
01673_00000_863445,051,Ballot 14 - Type 14,Election Day,051,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA,ISABELLA SOLIS,GREGORY Z SMITH,MIKE A TELLEZ,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY
01673_00000_953144,028,Ballot 2 - Type 2,Election Day,028,GREGORY Z SMITH,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,BEV COURTNEY,ISABELLA SOLIS,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ
01673_00000_290888,117.001,Ballot 16 - Type 16,Election Day,117,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_038158,049,Ballot 14 - Type 14,Election Day,049,KEN MIYAGISHIMA,JORGE SANCHEZ,MIKE A TELLEZ,GREGORY Z SMITH,ISABELLA SOLIS,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE
01673_00000_889374,099.002,Ballot 2 - Type 2,Election Day,099,KEN MIYAGISHIMA,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_379213,066.002,Ballot 16 - Type 16,Election Day,066,WILLIAM BILL MATTIACE,BEV COURTNEY,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,GREGORY Z SMITH,ISABELLA SOLIS,KEN MIYAGISHIMA
01673_00000_453787,062,Ballot 17 - Type 17,Election Day,062,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped
01673_00000_666590,117.001,Ballot 16 - Type 16,Election Day,117,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_412392,066.002,Ballot 16 - Type 16,Election Day,066,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA,GREGORY Z SMITH,MIKE A TELLEZ,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,WILLIAM BILL MATTIACE
01673_00000_819456,118,Ballot 16 - Type 16,Election Day,118,KEN MIYAGISHIMA,MIKE A TELLEZ,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_837466,066.002,Ballot 16 - Type 16,Election Day,066,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_085026,066.002,Ballot 16 - Type 16,Election Day,066,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_557761,116,Ballot 16 - Type 16,Election Day,116,KEN MIYAGISHIMA,MIKE A TELLEZ,ISABELLA SOLIS,GREGORY Z SMITH,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,BEV COURTNEY
01673_00000_646644,117.001,Ballot 16 - Type 16,Election Day,117,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,GREGORY Z SMITH,ISABELLA SOLIS,JORGE SANCHEZ,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA
01673_00000_001005,048,Ballot 20 - Type 20,Election Day,048,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_468401,112,Ballot 16 - Type 16,Election Day,112,WILLIAM BILL MATTIACE,MIKE A TELLEZ,EUGENIA (GINA) MONTOYA ORTEGA,BEV COURTNEY,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,KEN MIYAGISHIMA
01673_00000_078231,117.001,Ballot 16 - Type 16,Election Day,117,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,BEV COURTNEY,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,KEN MIYAGISHIMA
01673_00000_583740,044,Ballot 20 - Type 20,Election Day,044,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,GREGORY Z SMITH,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,BEV COURTNEY,JORGE SANCHEZ,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ
01673_00000_657818,062,Ballot 17 - Type 17,Election Day,062,KEN MIYAGISHIMA,ISABELLA SOLIS,WILLIAM BILL MATTIACE,JORGE SANCHEZ,GREGORY Z SMITH,MIKE A TELLEZ,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA
01673_00000_363088,059,Ballot 16 - Type 16,Election Day,059,WILLIAM BILL MATTIACE,MIKE A TELLEZ,GREGORY Z SMITH,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA
01673_00000_968696,066.002,Ballot 16 - Type 16,Election Day,066,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_406249,116,Ballot 16 - Type 16,Election Day,116,BEV COURTNEY,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped
01673_00000_151286,103,Ballot 16 - Type 16,Election Day,103,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,KEN MIYAGISHIMA,JORGE SANCHEZ,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY
01673_00000_424440,066.002,Ballot 16 - Type 16,Election Day,066,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA
01673_00000_389137,102,Ballot 16 - Type 16,Election Day,102,GREGORY Z SMITH,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_320112,061,Ballot 16 - Type 16,Election Day,061,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_779505,059,Ballot 16 - Type 16,Election Day,059,ISABELLA SOLIS,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_772730,105.002,Ballot 17 - Type 17,Election Day,105,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,JORGE SANCHEZ,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped
01673_00000_130379,117.001,Ballot 16 - Type 16,Election Day,117,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,skipped,skipped
